,transect_id,country_id,continent,country_name,changerate,changerate_unc,flag_sandy,no_shorelines,dt_annual,dist_annual,RMSE,outliers_1,outliers_2,Timespan,intercept,intercept_unc,Start_lon,Start_lat,Intersect_lon,Intersect_lat,End_lon,End_lat,coastline_idint,no_sedcomp,low_detect_shlines,err_changerate,err_timespan,color_cr,color_sandy
1847,BOX_187_120_44,NLD,Europe,Netherlands,0.2,0.2090620439331934,other,36.0,"[0.0, 1.0, 2.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0]","[426.2798880779153, 460.7133606956935, 462.4631794147359, 458.8908854550366, 465.63236600950563, 489.0719335234396, 492.26488525537667, 491.3098945415641, 487.7178019553184, 487.1813134730175, 490.3263458801023, 488.0331460153359, 459.5614895267329, 490.68766395454554, 488.8720514844339, 488.31625528407756, 488.0281204138712, 494.7064171390279, 487.67060679933576, 489.0604551927457, 462.4631794147359, 457.7079773007768, 479.95418285074123, 488.1221875758704, 487.7842697106086, 459.63329840547556, 427.9937052949914, 488.90514893656274, 489.6423398392763, 489.1466442789496, 490.14809744669697, 461.3212488538377, 467.9079165731681, 487.07688175232136, 488.90514893656274, 488.17462688431414]",12.490269462681963,[],"[0, 26]",36.0,476.989000893344,4.630840333861647,5.784896101159999,53.4423328438,5.7856805413400005,53.4370022978,5.786465078659999,53.4316710917,20357.0,1.0,1.0,1.0,1.0,green,lightgrey
1848,BOX_187_120_45,NLD,Europe,Netherlands,0.47,0.1833011851718908,other,36.0,"[0.0, 1.0, 2.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0]","[462.07675540093857, 484.650466639407, 507.15240346243263, 488.78117141179024, 505.06611704505093, 516.7662886615979, 518.7226543199703, 516.5883492711206, 513.7155243133882, 517.3346005787945, 514.9489147810052, 517.7862919191863, 481.8395926166272, 519.7277225566833, 518.5038036683014, 517.7745653016202, 518.0577080807172, 557.9160964737252, 519.0759463294222, 517.4880943852959, 506.7047492033391, 508.1979802775736, 460.0299959560836, 514.6866519964276, 517.5418630506558, 505.57763873347704, 507.27722704961286, 517.2419117878702, 518.2435827030316, 514.4395037682195, 517.1756187161732, 504.0489745024268, 507.0255469782366, 517.3374652166574, 517.2443800366364, 517.5327827191761]",11.547849519863885,[],"[17, 22]",37.0,501.16677041384287,4.041560758125876,5.789370517669999,53.4425664763,5.79015495803,53.4372359584,5.79093949517,53.4319047828,20357.0,1.0,1.0,1.0,1.0,green,lightgrey
1849,BOX_187_120_46,NLD,Europe,Netherlands,0.12,0.1668141408998896,other,36.0,"[0.0, 1.0, 2.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0]","[515.3285333573369, 544.225947084367, 544.6995524117775, 546.1980986063397, 556.8467901612802, 572.1526705411816, 574.3943376797674, 570.9857186990919, 546.6870624368588, 569.1625576791879, 560.7661158065284, 570.7098555882709, 555.1662300944737, 571.3919376098498, 571.6164299718571, 572.3955596082818, 570.4460782908228, 572.6057567484482, 570.4545157175534, 572.0252945409138, 557.5417625312421, 569.208410552297, 507.87182420736843, 559.4896343854886, 560.2623277339926, 545.4660045453248, 570.4669497800709, 570.1422759012571, 568.6606285242182, 559.5630199901734, 570.7098555882709, 546.6793428671184, 545.9520968051069, 569.8897333434087, 560.188499714741, 568.7978810163795]",10.03398521683261,[],"[0, 22]",36.0,560.3768454415364,3.717990948623848,5.79384493418,53.4428001075,5.79462937453,53.4374696189,5.79541391168,53.4321384726,20357.0,1.0,1.0,1.0,1.0,green,lightgrey
1850,BOX_187_120_47,NLD,Europe,Netherlands,0.03,0.136958044928818,other,36.0,"[0.0, 1.0, 2.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0]","[486.75019013540015, 595.8784532050456, 598.5795335695047, 607.716957853357, 601.064751019187, 615.2799804903739, 621.5560696469471, 620.6480893055552, 599.0017817767285, 618.3842997308004, 617.1319608005687, 617.61703304441, 599.5464680607676, 620.3198662575065, 618.4532589608783, 616.5828089979793, 618.9795693787398, 617.7169626089017, 618.2293014298058, 619.0834548899498, 601.411977242147, 612.3225819523066, 611.4465424279007, 613.677921472609, 614.6643491889225, 598.2578258870295, 615.3563409971663, 613.2257815281072, 614.3857803343399, 615.7956065589757, 617.61703304441, 597.0645000574123, 598.2578258870295, 601.0997386300152, 612.3136830035914, 616.9665911820575]",8.265751105038849,[],[0],36.0,610.7847909609806,3.059503210694837,5.798319350680001,53.4430337374,5.79910379085,53.4377032794,5.79988832819,53.4323721612,20357.0,1.0,1.0,1.0,1.0,green,lightgrey
1851,BOX_187_120_48,NLD,Europe,Netherlands,0.04,0.1385144731446963,other,36.0,"[0.0, 1.0, 2.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0]","[429.749774284816, 633.8153714169016, 635.3777300482604, 638.8511948572581, 637.1263329368118, 652.7018853998758, 665.2715469999875, 655.9244807885824, 636.172887807006, 652.2194156286465, 649.1452968410979, 653.734423144556, 637.3036370202512, 658.9524057674232, 653.6853795461041, 653.734423144556, 655.1365158006276, 822.9335617893423, 648.1978471626383, 653.5685234001661, 635.9052872172805, 648.675195332266, 654.1696633622543, 652.617669482819, 649.0086567965258, 636.3419573488754, 650.2821156411103, 651.348004935256, 650.1273306212572, 653.8529277176515, 653.734423144556, 636.8737412706217, 636.3432912800658, 635.3323665576413, 650.2879623307338, 651.0961300941404]",8.351636716790958,[17],[0],36.0,646.715173876872,3.1068279478273166,5.80177053265,53.4432686309,5.80355683123,53.438024622700006,5.805343339330001,53.4327799995,20357.0,1.0,1.0,1.0,1.0,green,lightgrey
1852,BOX_187_120_49,NLD,Europe,Netherlands,0.07,0.1625885452556985,other,36.0,"[0.0, 1.0, 2.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0]","[418.9471987542975, 617.8678382055725, 629.9851731765625, 591.9511831530674, 641.3103296009471, 639.6102261897219, 647.0880994196216, 648.2941812581345, 640.7901300720685, 634.8634098548172, 641.3485838960856, 636.1930062797281, 636.1864350288103, 641.3332581666355, 635.8560577989399, 641.308162918387, 641.7217120419829, 816.8680359067035, 641.3103296009471, 639.6286505265505, 632.5602078606972, 632.8300852482937, 639.6102261897219, 634.8522723614502, 634.8376352821649, 628.3917657578937, 642.8760851845988, 633.6311396425868, 630.69674146322, 640.8056515450036, 641.3103296009471, 621.5193197064891, 632.5307961265455, 628.3889225209084, 636.1764066269527, 634.8634098548172]",9.803163695395682,[17],[0],36.0,633.7886171260633,3.6468011731042913,5.80617240152,53.443800635,5.807958702490001,53.4385566854,5.809745208200001,53.4333121349,20357.0,1.0,1.0,1.0,1.0,green,lightgrey
1853,BOX_187_120_50,NLD,Europe,Netherlands,-0.26,0.3094678937448095,other,35.0,"[0.0, 1.0, 2.0, 4.0, 5.0, 6.0, 7.0, 9.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0]","[388.217810682087, 567.9662148172177, 594.4814953214542, 586.8344212925219, 607.8145290378225, 614.2905763470185, 618.9533001243241, 632.4573830096818, 607.3127117562108, 685.7644269246542, 606.8990133517021, 615.9915677550799, 614.2989258427131, 610.2267411743439, 598.4411924108113, 606.9572752482864, 636.4533199765717, 604.8168145631382, 614.1612807104397, 599.1835125066995, 592.5727704374309, 593.9963177711261, 603.9151641845601, 602.3228932782696, 607.1687310287994, 597.4188063730732, 601.0472726871301, 597.6662151589613, 611.331222598475, 612.5235261084737, 590.625521938262, 593.6021133947447, 598.7626744314368, 595.4671582087615, 606.8990133517021]",18.31607728513028,[],[0],36.0,611.9236930886365,7.001251874801352,5.81057427038,53.4443326323,5.812360571569999,53.4390887479,5.81414707707,53.4338442636,20357.0,1.0,1.0,1.0,1.0,red,lightgrey
1854,BOX_187_120_51,NLD,Europe,Netherlands,0.06,0.1299907880139138,other,35.0,"[0.0, 1.0, 2.0, 4.0, 5.0, 6.0, 7.0, 9.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0]","[344.31479071771116, 581.1910330976696, 601.5651697065716, 610.7393926065213, 615.3118569139378, 616.8469732005956, 624.6510817255285, 620.3169601407608, 614.4136746787691, 622.1968325706366, 615.4039484502823, 616.6402993912346, 618.0668199870512, 615.5612700116201, 619.3057797442368, 618.3578223884796, 851.4421847917429, 611.5418105958857, 615.6925770863969, 612.9516532062099, 607.5202198125799, 615.062137371764, 613.9935567539482, 615.2890645080645, 611.5418105958857, 615.2642538733436, 614.3126403601094, 601.3447402500983, 615.6292220183415, 616.7676030001016, 599.9317766767364, 611.93629730605, 612.9516532062099, 615.2114981664715, 615.5002259329879]",7.685113317026774,[16],[0],36.0,611.9437306457995,2.953949963781143,5.81497613925,53.4448646231,5.81676243846,53.43962081,5.818548945930001,53.4343763857,20357.0,1.0,1.0,1.0,1.0,green,lightgrey
1855,BOX_187_120_52,NLD,Europe,Netherlands,0.07,0.2142124364516082,other,35.0,"[0.0, 1.0, 2.0, 4.0, 5.0, 6.0, 7.0, 9.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0]","[334.72766086336236, 557.1501708999781, 601.5479580495152, 601.5479580495152, 601.2046932344778, 609.8092673457544, 617.733415603007, 729.0947525245526, 609.0626586484926, 648.0076813643603, 601.349571719033, 601.5479580495152, 609.8148956893818, 609.8092673457544, 609.1158545594271, 609.8092673457544, 772.6274013562833, 606.919681241922, 609.8092673457544, 601.349571719033, 592.9792289484169, 601.5479580495152, 596.3460527377142, 601.349571719033, 601.349571719033, 609.8092673457544, 606.9202945065291, 601.2046932344778, 609.8092673457544, 609.8092673457544, 597.2980966180834, 601.0133027923996, 601.349571719033, 607.510106238232, 604.8512271910441]",12.43403835189091,"[7, 16]",[0],36.0,603.1231790391214,4.931540784319286,5.81857970847,53.4454001863,5.821116567490001,53.4402673567,5.82365367892,53.4351340165,20357.0,1.0,1.0,1.0,1.0,green,lightgrey
1856,BOX_187_120_53,NLD,Europe,Netherlands,0.02,0.1663153364481308,other,35.0,"[0.0, 1.0, 2.0, 4.0, 5.0, 6.0, 7.0, 9.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0]","[344.4021253622733, 515.8872990565671, 554.0654141430692, 554.0451051900578, 545.3134545551177, 556.0532897628323, 716.1425977484813, 567.7157462180581, 554.3318385916008, 575.8251828891376, 558.8715137898262, 549.4194452888202, 563.7354561435134, 561.616501280256, 563.8440498589692, 556.2555091764089, 842.8309405171303, 546.2805174946344, 554.3318385916008, 548.7273565174812, 542.4318812508865, 546.2925859312323, 554.3318385916008, 550.6361129609459, 548.3537148058073, 550.5101653359122, 554.3318385916008, 554.3318385916008, 554.3564405313981, 559.1777618702798, 545.3332259291869, 548.7471527044428, 554.3318385916008, 550.0089747956114, 554.3318385916008]",9.586615245186822,"[6, 16]",[0],36.0,552.5629512436915,3.832477572429096,5.82288844207,53.4461556792,5.82542532539,53.4410228918,5.82796241252,53.435889692,20357.0,1.0,1.0,1.0,1.0,green,lightgrey
1857,BOX_187_120_54,NLD,Europe,Netherlands,0.04,0.118561952387313,other,35.0,"[0.0, 1.0, 2.0, 4.0, 5.0, 6.0, 7.0, 9.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0]","[340.25263041667404, 546.0489959789643, 559.8462901531537, 563.5685071583308, 555.5730826516682, 566.5863457584584, 685.0479321233096, 577.888396196131, 567.5802719265982, 577.7371783131694, 567.5843269422836, 564.7022157236945, 571.6069536019246, 572.4028155146804, 572.3893797786075, 570.8570170882563, 910.8796917417122, 555.5813379070706, 570.1622619367021, 557.4430400883855, 550.3191576124219, 569.5270263418103, 566.5863457584584, 563.5682472741374, 561.0821956068179, 568.456230664353, 563.8555134849001, 563.8555134849001, 567.5802719265982, 568.115066086617, 562.0060206421522, 560.9341537184715, 563.8555134849001, 567.561325017158, 565.0002146557472]",6.834043078757161,"[6, 16]",[0],36.0,564.1224872920143,2.7320747867858586,5.827197175669999,53.4469111587,5.82973407718,53.4417784258,5.83227114612,53.4366453541,20357.0,1.0,1.0,1.0,1.0,green,lightgrey
1858,BOX_187_120_55,NLD,Europe,Netherlands,-0.38,0.194947721462323,other,35.0,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0]","[369.25468942542415, 544.3140848762422, 565.6204501182838, 607.407603434668, 545.1422531635075, 541.2660910472027, 556.4306935816375, 845.3482764946743, 551.2656931559939, 571.7092880196642, 538.1419366258802, 559.7377040826605, 556.7879262697164, 557.9845086315036, 559.8529356215622, 559.5364226594952, 809.8851072572385, 550.4640071136777, 559.5364226594952, 541.8707077843043, 541.8329032553813, 558.9314076366627, 551.0436561990682, 550.2929912159493, 546.9344771739, 555.99872429736, 550.8276441011708, 546.2881192537894, 551.0436561990682, 556.1522329874182, 545.1422531635075, 545.6301077062583, 545.8259857514621, 550.2929912159493, 550.8276441011708]",11.507812605945857,"[7, 16]",[0],36.0,561.3026154519288,4.482737992568607,5.83150590927,53.44766662479999,5.83404282286,53.4425339587,5.83657987972,53.43740100270001,20357.0,1.0,1.0,1.0,1.0,red,lightgrey
1859,BOX_187_120_56,NLD,Europe,Netherlands,-0.46,0.186058864515943,other,34.0,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 11.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0]","[382.1117424606862, 566.8984557188905, 593.0335469685174, 625.8817991035305, 570.8416606046962, 563.5970300895874, 578.0862884505374, 750.8456894967388, 572.9073533163573, 586.0643974651588, 582.6875395924845, 574.913765913048, 589.0506202766369, 589.9802618132396, 583.599333742285, 1059.12409116498, 593.6668370477933, 583.5738320306995, 568.6349604277101, 568.6349604277101, 580.7710937606461, 572.0280867070937, 570.4902734657462, 571.2250025652239, 568.122686134708, 571.2250025652239, 571.1869276384195, 573.0439263233172, 573.0439263233172, 568.732052479697, 569.387765342175, 570.4586428697611, 570.4955018673221, 572.2320078416412]",10.865504252957122,"[7, 15]",[0],36.0,586.7951204381504,4.328263669137232,5.835814642869999,53.4484220775,5.8383515624300015,53.4432894905,5.84088861332,53.4381566379,20357.0,1.0,1.0,1.0,1.0,red,lightgrey
1860,BOX_187_120_57,NLD,Europe,Netherlands,-0.16,0.0979398137719729,other,34.0,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 11.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0]","[387.1657676716862, 591.8262259209685, 613.8203594645483, 610.8891379127464, 599.3846970885486, 590.2737844172248, 604.1259826942077, 754.3240110371039, 593.5760094967501, 590.9732871899832, 597.0921252375125, 599.578603099494, 602.1515085892793, 607.3105228126823, 603.8394651509467, 777.7663616946803, 608.479392312984, 599.4377292352895, 591.8419992908973, 587.4930338248589, 597.0921252375125, 593.2593763623292, 593.5760094967501, 596.6867808939937, 594.6923271696361, 599.2969897372203, 596.6867808939937, 597.011607196826, 597.011607196826, 593.5200797835189, 596.5673917910607, 596.6867808939937, 596.8866840145904, 599.4293430778129]",5.7195115438184105,"[7, 15]",[0],36.0,601.4528485938947,2.2783614514217243,5.840123376469999,53.4491775167,5.84266029589,53.4440450213,5.845197346919999,53.4389122597,20357.0,1.0,1.0,1.0,1.0,red,lightgrey
1861,BOX_187_120_58,NLD,Europe,Netherlands,-0.48,0.2104806045489554,other,34.0,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 11.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0]","[422.0823272137374, 606.7158567490047, 618.7978925680134, 661.9806219081139, 606.1733777943322, 601.3329403822021, 609.675897948031, 1141.5496733479908, 601.6660112912389, 606.158589874243, 602.6213269042822, 606.1895553088355, 616.6130418144032, 619.0958493650837, 616.6360809401251, 649.7655035440405, 609.7020174058341, 610.2929161433296, 601.6660112912389, 609.7946253417937, 607.1487988913532, 596.0256453756434, 599.7851771862736, 601.6666234534828, 605.3953770848473, 606.1808049986324, 601.7083903375441, 606.2056845502191, 606.1895553088355, 599.7045381517954, 599.8427125335995, 601.7083903375441, 602.1097803979817, 606.2131378332134]",12.30901470048664,[7],[0],36.0,619.1310927560746,4.870846875211517,5.84443211007,53.4499329425,5.846969023230001,53.44480055100001,5.849506080519999,53.439667868,20357.0,1.0,1.0,1.0,1.0,red,lightgrey
1862,BOX_187_120_59,NLD,Europe,Netherlands,-0.26,0.1254150209393172,other,35.0,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 8.0, 9.0, 11.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0]","[459.6981660058784, 619.3171897700967, 613.7200234631124, 632.3190827150748, 607.8996301056692, 601.6452425327687, 609.2652054880198, 1175.141901777223, 724.9815357595678, 600.307366677317, 604.4122276484561, 606.8190370363781, 606.6946167840736, 616.3353875114155, 627.2474297341121, 609.5408369997901, 758.3503769002616, 599.6463625618301, 609.9884333670925, 604.6613770703332, 597.8762128862265, 606.6578732087785, 604.118781239805, 607.5646657301273, 589.5017553321876, 608.4654590556736, 605.1680653131376, 610.6559791106528, 608.2599145308733, 608.6767227874116, 604.0057150317382, 608.0355499768518, 603.1040839215015, 608.3757062140221, 606.1994661895483]",7.324015305604986,"[7, 8, 16]",[0],36.0,613.3885012179562,2.9175140019504315,5.84874084367,53.45068835479999,5.85127774447,53.44555607970001,5.85381481412,53.4404234629,20357.0,1.0,1.0,1.0,1.0,red,lightgrey
1863,BOX_187_120_60,NLD,Europe,Netherlands,0.54,0.5293804822645647,other,35.0,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 11.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0]","[466.3597667799606, 654.2982229777555, 642.8092036825517, 657.1399984455113, 645.3589194018006, 643.1145083045758, 641.4983182977113, 1062.2878414046284, 1122.0992029011636, 706.7142732665192, 640.4653009248383, 641.7286997998937, 634.6632393133757, 644.2366890915996, 645.8679839301058, 656.9677731457292, 646.8318081097627, 680.1501008777004, 648.7807091486814, 638.9126438614309, 636.2226040919807, 641.5932962491586, 646.4554123998901, 641.0172960115111, 635.0986971550053, 649.7392158964515, 644.1326168450378, 646.6651602594925, 639.8876314773444, 645.5709011859831, 641.9856511675042, 641.7568987533892, 641.8413886834268, 642.9233290393108, 639.2839135895977]",33.14039340125304,[],"[7, 8]",37.0,630.8781706896021,11.964679703555104,5.85304957727,53.4514437537,5.85558645959,53.4463116072,5.85812354772,53.4411790444,20357.0,1.0,1.0,1.0,1.0,green,lightgrey
1864,BOX_187_120_61,NLD,Europe,Netherlands,-0.26,0.1871161903126832,other,37.0,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0]","[390.6566463621885, 681.3230971338194, 668.0569214992652, 683.9016142097215, 666.1761803304289, 667.6182273522064, 670.0772836552225, 695.2473954162655, 1031.4827880913167, 719.7239852318094, 681.078329742919, 669.8947663050988, 676.3400769884138, 674.1568989397863, 676.3400769884138, 683.1182274672638, 711.1374221333372, 685.6655126006998, 696.4356123181949, 680.0609097527491, 679.1450652156376, 666.5628790029376, 666.6281488625418, 669.5393935209196, 675.3664066706782, 663.0671393848254, 679.9415932574168, 670.8768117351849, 675.4047578430328, 670.3010198486978, 676.3400769884138, 676.579501808677, 675.0911884960695, 673.8204703290959, 672.2849707264044, 672.1827366849744, 671.9935910664558]",11.546687062482414,[8],[0],36.0,682.748863706783,4.168115353819225,5.8573583108700005,53.4521991392,5.8598951686000005,53.4470671337,5.862432281319999,53.4419346124,20357.0,1.0,1.0,1.0,1.0,red,lightgrey
1865,BOX_187_120_62,NLD,Europe,Netherlands,-0.31,0.2604032472859227,other,37.0,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0]","[426.7528360576632, 669.5036521648376, 657.8173414575017, 681.833963821695, 660.7225804340002, 656.9814700488095, 661.4246558466343, 845.3185848506638, 996.373911947502, 718.5693153362447, 674.4875233913832, 653.418054123652, 665.0653128030397, 670.3533349770506, 663.9275345062863, 675.1800796573731, 666.3175016294974, 672.4064782939749, 732.2878187396702, 666.0044025138891, 672.2512047550291, 656.0306443204845, 661.6496589609379, 652.7557206751935, 658.6334201973575, 661.4049505557936, 657.8105792450793, 672.683145487785, 665.0390251808177, 656.0306443204845, 663.9275345062863, 671.1836421468262, 663.7939906830725, 663.9275345062863, 655.3961743608787, 656.0306443204845, 664.1791481664438]",15.73111449343363,"[7, 8]",[0],36.0,673.7625228706705,5.877001601555711,5.86212379615,53.452954718,5.86423440671,53.4477548286,5.866345258990001,53.4425543437,20357.0,1.0,1.0,1.0,1.0,red,lightgrey
1866,BOX_187_120_63,NLD,Europe,Netherlands,0.21,0.4088828305636126,other,37.0,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0]","[452.2177906739907, 564.2425958794736, 559.0109415240709, 712.9635512361582, 556.3441257021304, 562.9235953453345, 576.8520383678236, 990.7842155785518, 1007.064002113434, 776.6399804218506, 643.8693657825086, 556.813068551763, 554.6538400722978, 558.4650880977155, 561.3123278238479, 561.3181732783258, 556.863917517032, 561.3557949649926, 569.4251544735612, 532.3718198256627, 557.0071035572048, 561.6247640488538, 544.7309724041937, 556.0736227321784, 559.5526947014911, 560.6251466585845, 545.0801206129782, 558.8762882801125, 559.0451564771108, 558.3557338202208, 561.6266193401278, 559.0504937018538, 559.0611354594353, 556.940693690371, 557.0267922217597, 559.6582498387771, 560.1439326528567]",24.64557085602727,"[3, 9]","[6, 7]",37.0,553.4450657292875,9.342418834208171,5.86648962505,53.4535831653,5.868600235140001,53.44838335399999,5.87071108789,53.4431829449,20357.0,1.0,1.0,1.0,1.0,green,lightgrey
1867,BOX_187_120_64,NLD,Europe,Netherlands,-0.09,0.2397431812989012,other,36.0,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 8.0, 9.0, 10.0, 11.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0]","[417.67082054513946, 617.7174966399954, 598.1514396940751, 609.4384746144002, 598.9651779620277, 578.6614972071106, 602.8299790141754, 1077.2614191442533, 718.8433268006887, 641.8136047209339, 594.5720170412849, 598.5814243437757, 603.1632081935593, 578.9490463504123, 578.9490463504123, 603.1491285292003, 603.2282002379382, 619.2691696825311, 573.0206130367021, 603.1699525312483, 603.2772960403215, 573.1159954366165, 603.286287857736, 603.1635297784695, 578.0715370327059, 573.1267926532126, 603.435255351521, 603.2127573764585, 603.3418098573312, 603.4644013694725, 603.2441602150426, 603.2701454602251, 603.4438048436523, 603.2317101875248, 603.3411575940669, 603.4271395723017]",14.239831347577775,[7],"[0, 7]",36.0,600.8921755901679,5.479237905486518,5.87209332809,53.4540786509,5.873039640040001,53.4487589105,5.873986069090001,53.4434385119,20357.0,1.0,1.0,1.0,1.0,red,lightgrey
